gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
1380,Hareheugh Craigs,The Scottish Borders,Carboniferous - Permian Igneous,"Dinantian volcanic rocks of the Northumberland, Solway and Tweed basins",Notified,NT689399,55.65,-2.49,368900,639900,01-Jan-84,15-Aug-84,SNH,"Volcanic igneous rocks and associated intrusions occur near the base of the Carboniferous System in both the Midland Valley and Borders of Scotland. The vulcanicity in the Borders appears to have followed a course independent of that in the Midland Valley and related instead to the early development of the Northumberland Basin. In addition to the lavas, known traditionally as the Kelso Traps, there are a number of intrusions, some of which are of rock types which are rarely represented in the lava sequences and are, moreover, of unusual composition. Hareheugh Craigs exposes a fine example of such an intrusion, whose petrogenetic interest is enhanced in that it is composite - ie consists of two different rock types. Such intrusions give insight into the availablity of magma with time, the processes which took place in magma chambers and the mechanisms by which intrusions took place.",Carboniferous,EO,HAREHEUGH CRAIGS
1381,North Queensferry (A90) Road Cuttings,Clackmannanshire and Fife,Carboniferous - Permian Igneous,Tholeiitic sills and dykes of Scotland and northern England,Notified,NT126807,56.01,-3.40,312600,680700,01-Apr-83,13-Jan-87,SNH,"The extensive road cuttings along the A90, north of the Forth Road Bridge provide by far the best and most comprehensive fresh exposures of the great sill which underlies much of the central Midland Valley of Scotland. Features demonstrated include detailed variations in the rock type, contact phenomena between the once-molten sill rock and the strata it includes and veins of very different composition from the main sill rock formed from the last portion of the magma to remain liquid.",,ER,FERRY HILLS
1382,South Queensferry to Hound Point,City of Edinburgh,Carboniferous - Permian Igneous,Alkaline basic sills and dykes of Scotland,Notified,NT138785,55.99,-3.38,313800,678500,01-Apr-83,28-Jun-85,SNH,"Coastal exposures within this site provide excellent opportunities for the study of the leaf of the great sill which underlies much of the central Midland Valley. The sill outcrops at Hound Point where it exhibits to advantage many characteristics of this type of intrusion. Further west lies a coastal traverse through a second sill, again of basaltic composition but, in contrast to the Hound Point occurrence, enriched in alkalies and showing signs of the operation of the processes of magmatic evolution. Near the railway bridge small intrusions of basalt have invaded oil-shales; the heat of the molten intrusions has naturally distilled the carbonaceous material contained in these rocks and this distillate has reacted with the consolidating igneous rock to convert the silicate minerals to an aggregate of calcium, magnesium and iron carbonates known as white trap. Many occurrences of white trap have been encountered in Scottish coal and oil-shale mines; that of South Queensferry is unique for its combination of accessibility and the excellence with which it demonstrates the genetic relationships of this unusual rock.",,EC,FORTH BRIDGE - GRANTON SHORE
1383,"Gloom Hill, Dollar",Clackmannanshire and Fife,Carboniferous - Permian Igneous,Tholeiitic sills and dykes of Scotland and northern England,Notified,NS964990,56.17,-3.67,296400,699000,01-Apr-83,08-Aug-84,SNH,"During the Carboniferous and Permian periods of geological time, from 360 to 260 million years ago, central Scotland was not only the scene of widespread volcanic activity but also was the site where a rift valley was developing through an elongated block of the Earth's crust subsiding along sub-parallel cracks or faults. Time relationships between the two processes can be established at Gloom Hill where the plane of the Ochil Fault, one of the principal dislocations associated with the rift valley has been intruded by igneous rock similar in composition to the great sill which underlies much of the Central Midland Valley. The fault is thus demonstrably older than the intrusions and as it is thought these are likely channels up which the sill magma rose, is very likely also older than the sill itself. Gloom Hill thus provides critical evidence for the time relationships of two of the processes largely responsible for determining the geology of Central Scotland.",,ED,DOLLAR GLEN
1384,Mollinsburn Cuttings (A80),"East and West Dumbartonshire, Helensburgh and Lomond",Carboniferous - Permian Igneous,Tholeiitic sills and dykes of Scotland and northern England,Notified,NS715718,55.92,-4.06,271500,671800,01-Apr-83,15-Apr-85,SNH,"Among the manifestations of volcanic activity of Carboniferous age in Scotland is the finest example of a linear dyke swarm in Britain. The individual dykes share an overall east-west trend and vary from 20 to 30 metres in thickness; the example excellently exposed at Mollinsburn - the Lenzie-Torphichen dyke - can be traced for more than 40km. The dykes are basaltic in composition but show more chemical similarities to the great sill, which underlies much of the central Midland Valley of Scotland, than to the lavas.",Carboniferous,"EO,ER",MOLLINSBURN ROAD CUTTING
1385,"Craighead Hill Quarry, Abington",South Lanarkshire,Carboniferous - Permian Igneous,Alkaline basic sills and dykes of Scotland,Notified,NS919237,55.50,-3.71,291900,623700,01-Apr-83,15-Apr-85,SNH,"During the Carboniferous and Permian Periods, volcanic activity was not confined to the Midland Valley rift-valley and numerous examples of both volcanic and intrusive activity can be found elsewhere in southern Scotland. This site in the Southern Uplands is important as it includes an example of an intrusion formed by an unusual and visually striking rock type known as theralitic essexite - a rock whose chemical composition is that of a basalt enriched in alkalines and containing large crystals of augite (a complex silicate of calcium, magnesium, iron and aluminium) which stand out very prominently from the finer-grained body of the rock. Variations in the mineral composition suggest that two or more varieties of rock are present enhancing the potential of the site for research.",,FM,CRAIGHEAD HILL QUARRY
1386,Heads of Ayr,South Ayrshire,Carboniferous - Permian Igneous,Dinantian volcanic rocks of the Midland Valley of Scotland and adjacent areas,Notified,NS279183,55.43,-4.72,227900,618300,01-Apr-83,22-Jul-87,SNH,"This site demonstrates with unusual excellence the internal structure of a major volcanic vent of Lower Carboniferous age and its interrelations with the surrounding strata. Both horizontal and vertical sections are well-exposed and easily examined. Apart from its obvious educational value, the vent has been found to contain in addition to numerous fragments of volcanic and country rock, rarer nodules consisting of an unusual assemblage of rocks characterised by richness in iron and magnesium which has been interpreted as having been derived from levels close to the base of the Earth's crust beneath the Midland Valley. These nodules supply critical evidence as to the nature of the lower crust and the underlying upper mantle beneath Britain during the Carboniferous Period - evidence which is of great importance in understanding the volcanic activity which occurred at that time. The site has been studied by geologists since the early days in the development of the science and consequently has historical significance.",Carboniferous,"EC,EO",MAIDENS - DOONFOOT
1387,Wallstale,Perth and Kinross and Stirling,Carboniferous - Permian Igneous,Tholeiitic sills and dykes of Scotland and northern England,Part notified,NS773912,56.10,-3.97,277300,691200,01-Jan-84,29-Apr-86,SNH,"One of the principal manifestations of the igneous activity which took place in mid and south Scotland during the Carboniferous and Permian Periods was the emplacement of a large complex sill under much of the Midland Valley. The sill has long been known to lie within sediments whose age differs greatly from place to place across its outcrop - indeed, for many years, the sill complex was regarded as a large number of separate intrusions. Opportunities to demonstrate how the molten rock which formed the sill trangressed from one stratigraphic horizon to another are few - of these Wallstale is considered by far the best.",,"ED,EO",
1388,"Corsiehill Quarry, Perth",Perth and Kinross and Stirling,Carboniferous - Permian Igneous,Tholeiitic sills and dykes of Scotland and northern England,Notified,NO135235,56.40,-3.40,313500,723500,01-Jan-84,14-Jan-87,SNH,An important component of the Carboniferous and Permian vulcanicity in central and southern Scotland was the intrusion of a generally east- west trending dyke swarm intruded very late in the Carboniferous Period. Corsiehill Quarry has been opened in one of these dykes and the exposures in this site have been chosen as representive of the swarm as a whole.,,ED,KINNOULL HILL
1389,Carron Water,Dumfries and Galloway,Carboniferous - Permian Igneous,Silesian and Early Permian volcanic rocks of Scotland,Notified,NS887024,55.30,-3.75,288700,602400,01-Jan-84,12-Mar-85,SNH,"Volcanic activity during the Carboniferous and Permian periods in Scotland was not confined to the Midland Valley Rift Valley; outlying occurrences of both extrusive and intrusive igneous rocks are found both in the Southern Uplands and associated with the Northumberland Basin. Fine sequences of lavas, tuffs and breccias associated with both Upper Carboniferous and Lower Permian strata are known in the Thornhill Basin in Nithsdale and owe their significance principally to their relatively late age within the course of the activity. They are thus of interest, not only in reconstructing the evironments in which they were erupted, but also in tracing the later evolution of the magma which was responsible for the Carboniferous/Permian vulcanicity.",,"EO,EW",CARRON WATER & HAPLAND BURN
